"Source" "stat_id" "Statistic" "df1" "df2" "Value" "Reported.P.Value" "Computed" "Raw"
"1983" 112 1983 "t" "85" NA "2.04" 0.045 0.044454942 "t(85) = 2.04, p = .045"
"1984" 112 1984 "t" "85" NA "5.55" 0.001 3.18e-07 "t(85) = 5.55, p < .001"
"1985" 112 1985 "F" "1" "97" "64.58" 0.001 2.25e-12 "F(1, 97) = 64.58, p < .001"
"1986" 112 1986 "F" "1" "97" "4.73" 0.032 0.032072016 "F(1, 97) = 4.73, p = .032"
"1987" 112 1987 "F" "1" "97" "8.06" 0.006 0.005512728 "F(1, 97) = 8.06, p = .006"
"1988" 112 1988 "F" "1" "97" "1" 0.89 0.319798611 "F(1, 97) < 1, p = .89"
"1989" 112 1989 "Wald" "1" NA "5.36" 0.021 0.020603774 " Wald = 5.36, p = .021"
"1990" 112 1990 "F" "1" "97" "4.52" 0.036 0.036039747 "F(1, 97) = 4.52, p = .036"
"1991" 112 1991 "F" "1" "97" "7.56" 0.007 0.007119121 "F(1, 97) = 7.56, p = .007"
"1992" 112 1992 "F" "1" "97" "1" 0.87 0.319798611 "F(1, 97) < 1, p = .87"
"1993" 112 1993 "t" "118" NA "4.07" 0.001 8.54e-05 "t(118) = 4.07, p < .001"
"1994" 112 1994 "t" "118" NA "2.79" 0.006 0.006147977 "t(118) = 2.79, p = .006"
"1995" 112 1995 "t" "118" NA "2.04" 0.043 0.043582781 "t(118) = 2.04, p = .043"
"1996" 112 1996 "t" "118" NA "4.24" 0.001 4.46e-05 "t(118) = 4.24, p < .001"
"1997" 112 1997 "t" "118" NA "1.05" 0.3 0.295863809 "t(118) = 1.05, p = .30"
"1998" 112 1998 "F" "2" "103" "59.61" 0.001 6.34e-18 "F(2, 103) = 59.61, p < .001"
"1999" 112 1999 "F" "2" "103" "48.84" 0.001 1.21e-15 "F(2, 103) = 48.84, p < .001"
"2000" 112 2000 "F" "2" "103" "3.59" 0.031 0.031104593 "F(2, 103) = 3.59, p = .031"
"2001" 112 2001 "F" "2" "103" "5.13" 0.007 0.007519247 "F(2, 103) = 5.13, p = .007"
"2002" 112 2002 "F" "2" "103" "10.66" 0.001 6.2e-05 "F(2, 103) = 10.66, p < .001"
"2003" 112 2003 "F" "1" "97" "3.8" 0.031 0.054140783 "F(1, 97) = 3.80, p = .031"
"2004" 112 2004 "F" "1" "97" "3.45" 0.07 0.066285621 "F(1, 97) = 3.45, p = .07"
"2005" 113 2005 "F" "2" "664" "26.22" 0.001 1.1e-11 "F(2, 664) = 26.22, p < .001"
"2006" 113 2006 "F" "1" "332" "4.44" 0.04 0.035855942 "F(1, 332) = 4.44, p < .04"
"2007" 113 2007 "t" "1004" NA "3" 0.003 0.002766441 "t(1004) = 3.00, p = .003"
"2008" 113 2008 "t" "1004" NA "2.41" 0.02 0.016131507 "t(1004) = 2.41, p = .02"
"2009" 113 2009 "t" "470" NA "4.18" 0.001 3.48e-05 "t(470) = 4.18, p = .001"
"2010" 113 2010 "t" "1004" NA "19.1" 0.001 1.3e-69 "t(1004) = 19.10, p = .001"
"2011" 113 2011 "t" "1004" NA "2.84" 0.005 0.004602464 "t(1004) = 2.84, p = .005"
"2012" 113 2012 "t" "1004" NA "-1.78" 0.08 0.075378341 "t(1004) = -1.78, p = .08"
"2013" 113 2013 "t" "1004" NA "-1.89" 0.06 0.059045804 "t(1004) = -1.89, p = .06"
"2014" 113 2014 "t" "1004" NA "1.76" 0.08 0.078712293 "t(1004) = 1.76, p = .08"
"2015" 113 2015 "t" "1004" NA "-3.01" 0.003 0.002677761 "t(1004) = -3.01, p = .003"
"2016" 113 2016 "t" "1004" NA "2.01" 0.05 0.044698305 "t(1004) = 2.01, p = .05"
"2017" 113 2017 "t" "529" NA "0.29" 0.7 0.771929875 "t(529) = 0.29, p > .70"
"2018" 113 2018 "t" "529" NA "-4.25" 0.001 2.53e-05 "t(529) = -4.25, p < .001"
"2019" 113 2019 "F" "19" "584" "1.6" 0.05 0.050996702 "F(19, 584) = 1.60, p = .05"
"2020" 114 2020 "t" "71" NA "8.65" 0.001 1.04e-12 "t(71) = 8.65, p < .001"
"2021" 114 2021 "t" "521" NA "3.12" 0.01 0.001908688 "t(521) = 3.12, p < .01"
"2022" 114 2022 "t" "71" NA "6.11" 0.001 4.8e-08 "t(71) = 6.11, p < .001"
"2023" 114 2023 "t" "524" NA "4.42" 0.001 1.2e-05 "t(524) = 4.42, p < .001"
"2024" 114 2024 "t" "70" NA "1.88" 0.07 0.064269689 "t(70) = 1.88, p < .07"
"2025" 114 2025 "t" "35" NA "2.14" 0.05 0.03940332 "t(35) = 2.14, p < .05"
"2026" 114 2026 "t" "35" NA "1.76" 0.09 0.087146041 "t(35) = 1.76, p = .09"
"2027" 114 2027 "t" "463" NA "2.59" 0.01 0.009900068 "t(463) = 2.59, p = .01"
"2028" 114 2028 "t" "459" NA "2.62" 0.01 0.00908435 "t(459) = 2.62, p < .01"
"2029" 114 2029 "t" "33" NA "2.41" 0.05 0.021687742 "t(33) = 2.41, p < .05"
"2030" 114 2030 "t" "34" NA "2.94" 0.01 0.0058651 "t(34) = 2.94, p < .01"
"2031" 114 2031 "t" "66" NA "5.87" 0.001 1.55e-07 "t(66) = 5.87, p < .001"
"2032" 114 2032 "t" "62" NA "4.37" 0.001 4.82e-05 "t(62) = 4.37, p < .001"
"2033" 114 2033 "t" "59" NA "2.52" 0.05 0.014461772 "t(59) = 2.52, p < .05"
"2034" 114 2034 "t" "76" NA "2.54" 0.05 0.01312629 "t(76) = 2.54, p < .05"
"2035" 114 2035 "t" "119" NA "6.9" 0.001 2.69e-10 "t(119) = 6.90, p < .001"
"2036" 114 2036 "t" "86" NA "2.57" 0.05 0.01189208 "t(86) = 2.57, p < .05"
"2037" 114 2037 "t" "66" NA "3.25" 0.01 0.001817931 "t(66) = 3.25, p < .01"
"2038" 114 2038 "t" "66" NA "4.9" 0.001 6.53e-06 "t(66) = 4.90, p < .001"
"2039" 114 2039 "t" "60" NA "4.66" 0.001 1.81e-05 "t(60) = 4.66, p < .001"
"2040" 114 2040 "t" "54" NA "4.06" 0.001 0.000159571 "t(54) = 4.06, p < .001"
"2041" 114 2041 "t" "62" NA "4.18" 0.001 9.31e-05 "t(62) = 4.18, p < .001"
"2042" 114 2042 "t" "46" NA "3.62" 0.001 0.000731083 "t(46) = 3.62, p < .001"
"2043" 114 2043 "t" "66" NA "4.41" 0.001 3.9e-05 "t(66) = 4.41, p < .001"
"2044" 115 2044 "r" "350" NA "0.12" NA 0.024351786 "r(350) = .12, ns"
"2045" 115 2045 "r" "350" NA "-0.07" NA 0.190110346 "r(350) = -.07, ns"
"2046" 115 2046 "r" "350" NA "-0.11" NA 0.039140618 "r(350) = -.11, ns"
"2047" 115 2047 "F" "4" "218" "5.24" 0.01 0.000476437 "F(4, 218) = 5.24, p < .01"
"2048" 115 2048 "F" "2" "218" "18.11" 0.01 5.3e-08 "F(2, 218) = 18.11, p < .01"
"2049" 115 2049 "F" "3" "234" "2.76" 0.05 0.042930466 "F(3, 234) = 2.76, p < .05"
"2050" 115 2050 "F" "1" "234" "9.38" 0.01 0.002450338 "F(1, 234) = 9.38, p < .01"
"2051" 116 2051 "r" "134" NA "0.24" 0.005 0.004888717 "r(134) = .24, p = .005"
"2052" 116 2052 "r" "134" NA "0.19" 0.025 0.026723572 "r(134) = .19, p = .025"
"2053" 116 2053 "F" "2" "199" "2.81" 0.063 0.062596076 "F(2, 199) = 2.81, p = .063"
"2054" 116 2054 "t" "199" NA "3.26" 0.001 0.00131051 "t(199) = 3.26, p = .001"
"2055" 116 2055 "t" "199" NA "2.66" 0.008 0.008451 "t(199) = 2.66, p = .008"
"2056" 116 2056 "t" "199" NA "2.98" 0.003 0.003241598 "t(199) = 2.98, p = .003"
"2057" 116 2057 "t" "199" NA "2.04" 0.043 0.042671599 "t(199) = 2.04, p = .043"
"2058" 116 2058 "F" "1" "95" "3.44" 0.067 0.066737403 "F(1, 95) = 3.44, p = .067"
"2059" 116 2059 "t" "95" NA "2.9" 0.005 0.004635682 "t(95) = 2.90, p = .005"
"2060" 116 2060 "F" "1" "95" "2.98" 0.087 0.087550055 "F(1, 95) = 2.98, p = .087"
"2061" 116 2061 "t" "95" NA "2.29" 0.025 0.024234086 "t(95) = 2.29, p = .025"
"2062" 116 2062 "t" "143" NA "3.18" 0.001 0.001806007 "t(143) = 3.18, p = .001"
"2063" 116 2063 "t" "143" NA "3.22" 0.002 0.001586787 "t(143) = 3.22, p = .002"
"2064" 116 2064 "t" "143" NA "1.86" 0.065 0.064939804 "t(143) = 1.86, p = .065"
"2065" 116 2065 "t" "143" NA "2.58" 0.011 0.01088803 "t(143) = 2.58, p = .011"
"2066" 117 2066 "t" "19" NA "-1.9" 0.07 0.0727184 "t(19) = -1.90, p = .07"
"2067" 117 2067 "t" "18" NA "-2.17" 0.044 0.043634703 "t(18) = -2.17, p = .044"
"2068" 117 2068 "t" "48" NA "2.3" 0.026 0.025839225 "t(48) = 2.30, p = .026"
"2069" 117 2069 "t" "47" NA "1.7" 0.097 0.095740541 "t(47) = 1.70, p = .097"
"2070" 117 2070 "t" "45" NA "2.44" 0.019 0.018690466 "t(45) = 2.44, p = .019"
"2071" 117 2071 "t" "24" NA "1.96" 0.062 0.061706024 "t(24) = 1.96, p = .062"
"2072" 117 2072 "t" "93" NA "-2.55" 0.012 0.012407174 "t(93) = -2.55, p = .012"
"2073" 117 2073 "F" "3" "126" "5.48" 0.001 0.001426818 "F(3, 126) = 5.48, p = .001"
"2074" 117 2074 "F" "3" "126" "1.4" 0.25 0.245938927 "F(3, 126) = 1.40, p = .25"
"2075" 117 2075 "t" "64" NA "-0.24" 0.81 0.811097306 "t(64) = -0.24, p = .81"
"2076" 117 2076 "t" "62" NA "-0.61" 0.55 0.544091177 "t(62) = -0.61, p = .55"
"2077" 117 2077 "t" "63" NA "3.38" 0.001 0.001248565 "t(63) = 3.38, p = .001"
"2078" 117 2078 "t" "63" NA "2.76" 0.007 0.007560151 "t(63) = 2.76, p = .007"
"2079" 117 2079 "t" "63" NA "2.89" 0.005 0.005277964 "t(63) = 2.89, p = .005"
"2080" 117 2080 "t" "63" NA "2.32" 0.024 0.023593886 "t(63) = 2.32, p = .024"
"2081" 117 2081 "t" "64" NA "-0.51" 0.61 0.611805832 "t(64) = -0.51, p = .61"
"2082" 117 2082 "t" "62" NA "-0.7" 0.49 0.486545667 "t(62) = -0.70, p = .49"
"2083" 117 2083 "t" "63" NA "2" 0.05 0.049815764 "t(63) > 2, p < .05"
"2084" 118 2084 "F" "1" "65" "14.11" 0.001 0.000370945 "F(1, 65) = 14.11, p < .001"
"2085" 118 2085 "F" "1" "66" "13.02" 0.001 0.000593989 "F(1, 66) = 13.02, p = .001"
"2086" 118 2086 "F" "2" "118" "24.9" 0.001 9.51e-10 "F(2, 118) = 24.90, p < .001"
"2087" 118 2087 "F" "2" "116" "24.65" 0.001 1.2e-09 "F(2, 116) = 24.65, p <.001"
"2088" 118 2088 "F" "2" "118" "24.55" 0.001 1.22e-09 "F(2, 118) = 24.55, p < .001"
"2089" 118 2089 "F" "2" "118" "15.36" 0.001 1.18e-06 "F(2, 118) = 15.36, p < .001"
"2090" 118 2090 "F" "2" "118" "1.34" 0.27 0.265800407 "F(2, 118) = 1.34, p = .27"
"2091" 118 2091 "F" "2" "118" "9.1" 0.001 0.000211149 "F(2, 118) = 9.10, p < .001"
"2092" 118 2092 "F" "2" "118" "32.16" 0.001 7.11e-12 "F(2, 118) = 32.16, p < .001"
"2093" 118 2093 "F" "2" "118" "6.832" 0.002 0.001557696 "F(2, 118) = 6.832, p = .002"
"2094" 118 2094 "F" "2" "118" "6.828" 0.002 0.001563291 "F(2, 118) = 6.828, p = .002"
"2095" 118 2095 "F" "2" "118" "6.32" 0.002 0.002469132 "F(2, 118) = 6.32, p = .002"
"2096" 119 2096 "F" "4" "140" "43.16" 0.001 1.49e-23 "F(4, 140) = 43.16, p< .001"
"2097" 119 2097 "F" "1" "35" "18.14" 0.001 0.000146604 "F(1, 35) = 18.14, p< .001"
"2098" 119 2098 "F" "4" "140" "7.41" 0.001 1.92e-05 "F(4, 140) = 7.41, p< .001"
"2099" 119 2099 "F" "4" "140" "40.96" 0.001 1.08e-22 "F(4, 140) = 40.96, p< .001"
"2100" 119 2100 "F" "1" "35" "34.77" 0.001 1.06e-06 "F(1, 35) = 34.77, p< .001"
"2101" 119 2101 "F" "4" "140" "4.42" 0.005 0.002145282 "F(4, 140) = 4.42, p = .005"
"2102" 119 2102 "F" "4" "140" "41.25" 0.001 8.27e-23 "F(4, 140) = 41.25, p< .001"
"2103" 119 2103 "F" "1" "35" "50.2" 0.001 2.97e-08 "F(1, 35) = 50.20, p< .001"
"2104" 119 2104 "F" "4" "140" "3.5" 0.01 0.009324045 "F(4, 140) = 3.50, p< .01"
"2105" 119 2105 "F" "4" "128" "44.45" 0.001 2.37e-23 "F(4, 128) = 44.45, p< .001"
"2106" 119 2106 "F" "1" "32" "13.78" 0.001 0.000780407 "F(1, 32) = 13.78, p< .001"
"2107" 119 2107 "F" "4" "128" "7.88" 0.001 1.04e-05 "F(4, 128) = 7.88, p< .001"
"2108" 119 2108 "F" "5" "180" "13.62" 0.001 2.83e-11 "F(5, 180) = 13.62, p< .001"
"2109" 119 2109 "F" "4" "140" "8.62" 0.001 3.01e-06 "F(4, 140) = 8.62, p< .001"
"2110" 119 2110 "F" "5" "180" "25.63" 0.001 1.74e-19 "F(5, 180) = 25.63, p< .001"
"2111" 119 2111 "F" "4" "112" "11.55" 0.001 6.92e-08 "F(4, 112) = 11.55, p< .001"
"2112" 119 2112 "F" "5" "180" "16.22" 0.001 3.41e-13 "F(5, 180) = 16.22, p< .001"
"2113" 119 2113 "F" "4" "116" "16.01" 0.001 1.83e-10 "F(4, 116) = 16.01, p< .001"
"2114" 119 2114 "F" "5" "180" "9.08" 0.001 1.02e-07 "F(5, 180) = 9.08, p< .001"
"2115" 119 2115 "F" "4" "116" "3.54" 0.03 0.009178462 "F(4, 116) = 3.54, p = .03"
"2116" 119 2116 "F" "1" "43" "0.66" 0.42 0.421035011 "F(1, 43) = 0.66, p = .42"
"2117" 119 2117 "F" "1" "43" "0.52" 0.48 0.474744301 "F(1, 43) = 0.52, p = .48"
"2118" 119 2118 "F" "1" "43" "0.76" 0.39 0.388170247 "F(1, 43) = 0.76, p = .39"
"2119" 119 2119 "F" "1" "43" "1.64" 0.21 0.20719017 "F(1, 43) = 1.64, p = .21"
"2120" 119 2120 "F" "1" "43" "0.64" 0.43 0.428108466 "F(1, 43) = 0.64, p = .43"
"2121" 119 2121 "F" "1" "43" "4.47" 0.04 0.040332186 "F(1, 43) = 4.47, p = .04"
"2122" 119 2122 "F" "1" "43" "16.62" 0.001 0.000193413 "F(1, 43) = 16.62, p< .001"
"2123" 119 2123 "F" "1" "43" "2.36" 0.13 0.131808521 "F(1, 43) = 2.36, p = .13"
"2124" 119 2124 "F" "1" "43" "0.37" 0.55 0.546204057 "F(1, 43) = 0.37, p = .55"
"2125" 119 2125 "F" "1" "43" "0.09" 0.76 0.765622685 "F(1, 43) = 0.09, p = .76"
"2126" 119 2126 "F" "1" "39" "0.14" 0.72 0.710307681 "F(1, 39) = 0.14, p = .72"
"2127" 119 2127 "F" "1" "39" "0.09" 0.77 0.765770407 "F(1, 39) = 0.09, p = .77"
"2128" 119 2128 "F" "1" "39" "0.41" 0.53 0.525713887 "F(1, 39) = 0.41, p = .53"
"2129" 119 2129 "F" "1" "39" "0.27" 0.61 0.606268599 "F(1, 39) = 0.27, p = .61"
"2130" 119 2130 "F" "1" "39" "7.08" 0.01 0.011257759 "F(1, 39) = 7.08, p = .01"
"2131" 119 2131 "F" "4" "144" "144.24" 0.001 2.51e-49 "F(4, 144) = 144.24, p< .001"
"2132" 119 2132 "F" "4" "144" "265.89" 0.001 2.06e-65 "F(4, 144) = 265.89, p< .001"
"2133" 119 2133 "F" "1" "35" "1.38" 0.25 0.248031814 "F(1, 35) = 1.38, p = .25"
"2134" 119 2134 "F" "1" "34" "0.13" 0.72 0.720662498 "F(1, 34) = 0.13, p = .72"
"2135" 119 2135 "F" "1" "35" "0.71" 0.41 0.405165266 "F(1, 35) = 0.71, p = .41"
"2136" 119 2136 "F" "1" "35" "0.04" 0.85 0.842638123 "F(1, 35) = 0.04, p = .85"
"2137" 119 2137 "F" "1" "35" "1.03" 0.32 0.317123451 "F(1, 35) = 1.03, p = .32"
"2138" 119 2138 "F" "1" "33" "0.8" 0.38 0.377570783 "F(1, 33) = 0.80, p = .38"
"2139" 119 2139 "F" "1" "35" "0.11" 0.74 0.742122017 "F(1, 35) = 0.11, p = .74"
"2140" 119 2140 "F" "1" "32" "0.45" 0.51 0.507148266 "F(1, 32) = 0.45, p = .51"
"2141" 120 2141 "F" "1" "40" "7.9" 0.01 0.007617572 "F(1, 40) = 7.90, p < .01"
"2142" 120 2142 "F" "1" "40" "8.85" 0.01 0.004950714 "F(1, 40) = 8.85, p < .01"
"2143" 120 2143 "t" "40" NA "2.68" 0.01 0.01063837 "t(40) = 2.68, p = .01"
"2144" 120 2144 "t" "40" NA "2.32" 0.02 0.025527572 "t(40) = 2.32, p = .02"
"2145" 120 2145 "r" "96" NA "0.41" 1e-04 2.76e-05 "r(96) = .41, p < .0001"
"2146" 120 2146 "r" "96" NA "0.4" 1e-04 4.49e-05 "r(96) = .40, p < .0001"
"2147" 120 2147 "t" "102" NA "2.66" 0.01 0.009076493 "t(102) = 2.66, p < .01"
"2148" 120 2148 "t" "103" NA "2.19" 0.04 0.030780337 "t(103) = 2.19, p < .04"
"2149" 120 2149 "t" "103" NA "0.89" NA 0.375539951 "t(103) = 0.89, ns"
"2150" 120 2150 "t" "101" NA "2.49" 0.02 0.014406164 "t(101) = 2.49, p < .02"
"2151" 120 2151 "t" "101" NA "2.05" 0.05 0.042955362 "t(101) = 2.05, p < .05"
"2152" 120 2152 "Z" NA NA "3.26" 0.002 0.001114122 " Z = 3.26, p < .002"
"2153" 120 2153 "Z" NA NA "2.06" 0.04 0.039398541 " Z = 2.06, p < .04"
"2154" 120 2154 "t" "116" NA "1.97" 0.05 0.051221393 "t(116) = 1.97, p = .05"
"2155" 120 2155 "t" "116" NA "3.05" 0.005 0.002836019 "t(116) = 3.05, p < .005"
"2156" 120 2156 "t" "116" NA "1.61" 0.12 0.110115867 "t(116) = 1.61, p < .12"
"2157" 120 2157 "F" "1" "113" "66.53" 1e-04 5.3e-13 "F(1, 113) = 66.53, p < .0001"
"2158" 120 2158 "F" "1" "113" "31.6" 1e-04 1.39e-07 "F(1, 113) = 31.60, p < .0001"
"2159" 120 2159 "F" "1" "113" "11.89" 0.001 0.00079381 "F(1, 113) = 11.89, p < .001"
"2160" 120 2160 "F" "1" "114" "31.26" 1e-04 1.57e-07 "F(1, 114) = 31.26, p < .0001"
"2161" 120 2161 "F" "1" "114" "78.84" 1e-04 1.12e-14 "F(1, 114) = 78.84, p < .0001"
"2162" 120 2162 "F" "1" "114" "7.49" 0.01 0.007198968 "F(1, 114) = 7.49, p < .01"
"2163" 120 2163 "F" "1" "114" "4.56" 0.04 0.034867374 "F(1, 114) = 4.56, p < .04"
"2164" 120 2164 "F" "1" "114" "0.02" NA 0.887786692 "F(1, 114) = 0.02, ns"
"2165" 120 2165 "F" "1" "114" "3.77" 0.05 0.054647274 "F(1, 114) = 3.77, p = .05"
"2166" 120 2166 "F" "1" "114" "32.83" 1e-04 8.33e-08 "F(1, 114) = 32.83, p < .0001"
"2167" 120 2167 "F" "1" "114" "1.54" NA 0.21716545 "F(1, 114) = 1.54, ns"
"2168" 120 2168 "F" "1" "114" "6.5" 0.02 0.012115334 "F(1, 114) = 6.50, p < .02"
"2169" 120 2169 "Z" NA NA "3.22" 0.002 0.001281906 " Z = 3.22, p < .002"
"2170" 120 2170 "Z" NA NA "4.63" 1e-04 3.66e-06 " Z = 4.63, p < .0001"
"2171" 120 2171 "Z" NA NA "-4.16" 1e-04 3.18e-05 " Z = -4.16, p < .0001"
"2172" 120 2172 "r" "95" NA "0.49" 1e-04 3.5e-07 "r(95) = .49, p < .0001"
"2173" 120 2173 "r" "96" NA "0.4" 1e-04 4.49e-05 "r(96) = .40, p < .0001"
"2174" 121 2174 "r" "232" NA "-0.79" 0.001 3.38e-51 "r(232) = -.79, p < .001"
"2175" 121 2175 "r" "232" NA "-0.52" 0.001 1.31e-17 "r(232) = -.52, p < .001"
"2176" 121 2176 "r" "232" NA "-0.21" 0.001 0.001232341 "r(232) = -.21, p < .001"
"2177" 121 2177 "r" "232" NA "0.52" 0.001 1.31e-17 "r(232) = .52, p < .001"
"2178" 121 2178 "r" "232" NA "0.2" 0.001 0.00211105 "r(232) = .20, p < .001"
"2179" 121 2179 "F" "1" "21" "101.56" 0.001 1.69e-09 "F(1, 21) = 101.56, p < .001"
"2180" 121 2180 "F" "1" "21" "28.14" 0.001 2.93e-05 "F(1, 21) = 28.14, p < .001"
"2181" 121 2181 "F" "1" "21" "8.02" 0.01 0.009986492 "F(1, 21) = 8.02, p = .01"
"2182" 121 2182 "F" "1" "43" "334.71" 0.001 6.58e-22 "F(1, 43) = 334.71, p < .001"
"2183" 121 2183 "F" "1" "43" "403.29" 0.001 1.8e-23 "F(1, 43) = 403.29, p < .001"
"2184" 121 2184 "F" "1" "150" "9.56" 0.002 0.002371695 "F(1, 150) = 9.56, p = .002"
"2185" 121 2185 "F" "1" "70" "3.91" 0.05 0.051938551 "F(1, 70) = 3.91, p = .05"
"2186" 121 2186 "F" "1" "80" "33.5" 0.001 1.34e-07 "F(1, 80) = 33.50, p < .001"
"2187" 121 2187 "F" "1" "80" "5.95" 0.02 0.016930294 "F(1, 80) = 5.95, p = .02"
"2188" 121 2188 "F" "1" "80" "17.76" 0.001 6.54e-05 "F(1, 80) = 17.76, p < .001"
"2189" 121 2189 "F" "1" "56" "7.98" 0.007 0.006541688 "F(1, 56) = 7.98, p = .007"
"2190" 121 2190 "F" "1" "56" "3.86" 0.05 0.054419374 "F(1, 56) = 3.86, p = .05"
"2191" 121 2191 "F" "1" "56" "4.02" 0.05 0.049806606 "F(1, 56) = 4.02, p = .05"
"2192" 121 2192 "F" "1" "28" "201.05" 0.001 2.64e-14 "F(1, 28) = 201.05, p < .001"
"2193" 121 2193 "F" "1" "74" "15.54" 0.001 0.000181606 "F(1, 74) = 15.54, p < .001"
"2194" 121 2194 "F" "1" "74" "6.28" 0.01 0.014408514 "F(1, 74) = 6.28, p = .01"
"2195" 121 2195 "F" "1" "74" "5.3" 0.02 0.024140148 "F(1, 74) = 5.30, p = .02"
"2196" 121 2196 "F" "1" "73" "4.74" 0.04 0.032702558 "F(1, 73) = 4.74, p = .04"
"2197" 121 2197 "t" "72" NA "2.12" 0.04 0.037453179 "t(72) = 2.12, p = .04"
"2198" 121 2198 "t" "72" NA "2.49" 0.01 0.015083638 "t(72) = 2.49, p = .01"
"2199" 121 2199 "t" "72" NA "2.38" 0.02 0.019962991 "t(72) = 2.38, p = .02"
"2200" 121 2200 "t" "72" NA "1.79" 0.07 0.077658394 "t(72) = 1.79, p = .07"
"2201" 121 2201 "F" "1" "29" "364.75" 0.001 5.71e-18 "F(1, 29) = 364.75, p < .001"
"2202" 121 2202 "F" "1" "41" "219.14" 0.001 4.77e-18 "F(1, 41) = 219.14, p < .001"
"2203" 121 2203 "F" "1" "28" "30.51" 0.001 6.64e-06 "F(1, 28) = 30.51, p < .001"
"2204" 121 2204 "F" "1" "26" "70.93" 0.001 6.66e-09 "F(1, 26) = 70.93, p < .001"
"2205" 121 2205 "F" "2" "61" "3.78" 0.03 0.028340029 "F(2, 61) = 3.78, p = .03"
"2206" 121 2206 "F" "1" "62" "3.57" 0.06 0.06351051 "F(1, 62) = 3.57, p = .06"
"2207" 121 2207 "F" "1" "62" "7.7" 0.007 0.007288881 "F(1, 62) = 7.70, p = .007"
"2208" 121 2208 "F" "1" "62" "1.74" 0.019 0.191990009 "F(1, 62) = 1.74, p = .019"
"2209" 121 2209 "F" "1" "25" "1.35" 0.65 0.256251088 "F(1, 25) = 1.35, p = .65"
"2210" 121 2210 "F" "1" "41" "9.97" 0.003 0.002982599 "F(1, 41) = 9.97, p = .003"
"2211" 121 2211 "F" "1" "41" "16.99" 0.001 0.000178264 "F(1, 41) = 16.99, p < .001"
"2212" 121 2212 "F" "1" "41" "4.34" 0.04 0.043503104 "F(1, 41) = 4.34, p = .04"
"2213" 121 2213 "F" "1" "69" "10.4" 0.002 0.001926879 "F(1, 69) = 10.40, p = .002"
"2214" 121 2214 "F" "1" "69" "5.28" 0.03 0.024608543 "F(1, 69) = 5.28, p = .03"
"2215" 121 2215 "F" "1" "69" "0.12" 0.73 0.730088641 "F(1, 69) = 0.12, p = .73"
"2216" 121 2216 "t" "67" NA "3.54" 0.001 0.000732957 "t(67) = 3.54, p = .001"
"2217" 121 2217 "t" "67" NA "2.24" 0.03 0.028412793 "t(67) = 2.24, p = .03"
"2218" 121 2218 "t" "67" NA "3.3" 0.002 0.001551476 "t(67) = 3.30, p = .002"
"2219" 121 2219 "t" "67" NA "4.19" 0.001 8.34e-05 "t(67) = 4.19, p < .001"
"2220" 121 2220 "r" "232" NA "0.3" 0.001 2.97e-06 "r(232) = .30, p < .001"
"2221" 121 2221 "r" "232" NA "0.14" 0.04 0.032300373 "r(232) = .14, p = .04"
"2222" 121 2222 "r" "232" NA "-0.12" 0.076 0.06688528 "r(232) = -.12, p = .076"
"2223" 121 2223 "r" "232" NA "-0.27" 0.001 2.84e-05 "r(232) = -.27, p < .001"
"2224" 121 2224 "r" "232" NA "-0.03" 0.71 0.647989461 "r(232) = -.03, p = .71"
"2225" 121 2225 "r" "232" NA "-0.03" 0.72 0.647989461 "r(232) = -.03, p = .72"
"2226" 122 2226 "t" "94" NA "12.72" 0.01 3.77e-22 "t(94) = 12.72, p < .01"
"2227" 122 2227 "t" "40" NA "-63.98" 0.01 6.53e-42 "t(40) = -63.98, p < .01"
"2228" 122 2228 "t" "80" NA "2.77" 0.01 0.006966457 "t(80) = 2.77, p < .01"
"2229" 122 2229 "t" "80" NA "6.02" 0.01 5.02e-08 "t(80) = 6.02, p < .01"
"2230" 122 2230 "t" "40" NA "5.68" 0.001 1.33e-06 "t(40) = 5.68, p < .001"
"2231" 122 2231 "t" "40" NA "7.85" 0.001 1.26e-09 "t(40) = 7.85, p < .001"
"2232" 122 2232 "Z" NA NA "1.81" 0.05 0.070295787 " z = 1.81, p < .05"
"2233" 122 2233 "Z" NA NA "2.52" 0.01 0.011735483 " z = 2.52, p < .01"
"2234" 122 2234 "Z" NA NA "1.37" 0.09 0.170686902 " Z = 1.37, p = .09"
"2235" 122 2235 "Z" NA NA "0.5" 0.3 0.617075077 " Z < .50, p > .30"
"2236" 123 2236 "t" "204" NA "12.58" 0.001 3.06e-27 "t(204) = 12.58, p < .001"
"2237" 124 2237 "t" "50" NA "7.25" 0.01 2.44e-09 "t(50) = 7.25, p < .01"
"2238" 124 2238 "t" "50" NA "6.95" 0.01 7.19e-09 "t(50) = 6.95, p < .01"
"2239" 124 2239 "F" "1" "299" "103.93" 0.01 3.85e-21 "F(1, 299) = 103.93, p < .01"
"2240" 124 2240 "F" "1" "299" "8.18" 0.01 0.004533687 "F(1, 299) = 8.18, p < .01"
"2241" 124 2241 "F" "1" "153" "29.39" 0.01 2.26e-07 "F(1, 153) = 29.39, p < .01"
"2242" 124 2242 "F" "1" "153" "0.46" NA 0.498648456 "F(1, 153) = 0.46, ns"
"2243" 124 2243 "F" "1" "146" "7.25" 0.01 0.007919251 "F(1, 146) = 7.25, p < .01"
"2244" 124 2244 "F" "1" "146" "0.75" NA 0.38789714 "F(1, 146) = 0.75, ns"
